songId,type,difficulty,noteCounts.tap,noteCounts.hold,noteCounts.slide,noteCounts.touch,noteCounts.break,noteCounts.total,noteDesigner
Churros Parlor,dx,master,540,107,54,126,142,969,翠楼屋
CiRCLE CAMPAiGN,dx,basic,223,9,8,6,8,254,-
CiRCLE CAMPAiGN,dx,advanced,337,18,15,28,7,405,-
CiRCLE CAMPAiGN,dx,expert,418,65,54,19,63,619,サファ太
CiRCLE CAMPAiGN,dx,master,661,40,188,37,39,965,はっぴー
Cider P@rty,dx,basic,192,9,4,11,7,223,-
Cider P@rty,dx,advanced,300,14,10,30,6,360,-
Cider P@rty,dx,expert,439,39,52,45,42,617,きょむりん
Cider P@rty,dx,master,584,75,126,27,14,826,Jack
City Escape: Act1,std,basic,133,9,7,NULL,6,155,-
City Escape: Act1,std,advanced,181,8,10,NULL,11,210,-
City Escape: Act1,std,expert,246,63,12,NULL,10,331,ニャイン
City Escape: Act1,std,master,438,10,35,NULL,29,512,mai-Star
City Escape: Act1,std,remaster,428,8,129,NULL,24,589,rioN
Climax,dx,basic,196,15,2,4,10,227,-
Climax,dx,advanced,415,9,22,17,15,478,-
Climax,dx,expert,588,88,60,49,22,807,隅田川星人
Climax,dx,master,797,85,144,43,70,1139,シチミヘルツ
Club Ibuki in Break All,std,basic,170,6,6,NULL,6,188,-
Club Ibuki in Break All,std,advanced,229,25,11,NULL,12,277,-
Club Ibuki in Break All,std,expert,283,32,91,NULL,29,435,はっぴー
Club Ibuki in Break All,std,master,375,37,95,NULL,166,673,某S氏
CocktaiL,dx,basic,97,11,3,8,4,123,-
CocktaiL,dx,advanced,188,20,9,11,20,248,-
CocktaiL,dx,expert,183,56,33,40,10,322,シチミヘルツ
CocktaiL,dx,master,523,44,77,15,14,673,Jack
Color My World,std,basic,73,1,19,NULL,2,95,-
Color My World,std,advanced,89,39,8,NULL,7,143,-
Color My World,std,expert,109,5,31,NULL,8,153,譜面-100号
Color My World,std,master,148,13,49,NULL,3,213,ニャイン
Colorfull:Encounter,dx,basic,151,14,4,24,9,202,-
Colorfull:Encounter,dx,advanced,247,18,9,26,5,305,-
Colorfull:Encounter,dx,expert,433,36,39,9,9,526,はっぴー
Colorfull:Encounter,dx,master,533,53,86,30,23,725,鳩ホルダー
Comet Panto Men!,dx,basic,178,13,6,7,6,210,-
Comet Panto Men!,dx,advanced,332,12,6,17,12,379,-
Comet Panto Men!,dx,expert,461,55,34,19,59,628,翠楼屋
Comet Panto Men!,dx,master,629,71,95,85,32,912,Jack
Complex Mind,dx,basic,159,9,4,30,8,210,-
Complex Mind,dx,advanced,296,17,16,27,4,360,-
Complex Mind,dx,expert,415,101,37,27,9,589,はっぴー
Complex Mind,dx,master,684,39,63,28,68,882,サファ太
Conquista Ciela,std,basic,176,16,5,NULL,3,200,-
Conquista Ciela,std,advanced,230,39,28,NULL,26,323,-
Conquista Ciela,std,expert,234,67,41,NULL,5,347,はっぴー
Conquista Ciela,std,master,420,103,85,NULL,6,614,某S氏
Contrapasso -paradiso-,std,basic,266,12,4,NULL,5,287,-
Contrapasso -paradiso-,std,advanced,436,16,32,NULL,9,493,-
Contrapasso -paradiso-,std,expert,665,26,48,NULL,12,751,Jack
Contrapasso -paradiso-,std,master,776,24,209,NULL,15,1024,rioN
Cosmic Magic Shooter,std,basic,119,11,4,NULL,4,138,-
Cosmic Magic Shooter,std,advanced,253,9,22,NULL,8,292,-
Cosmic Magic Shooter,std,expert,325,70,22,NULL,11,428,mai-Star
Cosmic Magic Shooter,std,master,585,23,134,NULL,21,763,mai-Star
Cosmic Train,std,basic,98,10,9,NULL,3,120,-
Cosmic Train,std,advanced,199,0,16,NULL,2,217,-
Cosmic Train,std,expert,283,38,30,NULL,11,362,譜面-100号
Cosmic Train,std,master,200,91,117,NULL,9,417,mai-Star
Counselor,std,basic,190,8,6,NULL,3,207,-
Counselor,std,advanced,287,27,27,NULL,12,353,-
Counselor,std,expert,349,53,42,NULL,44,488,mai-Star
Counselor,std,master,526,69,88,NULL,37,720,Techno Kitchen
Crazy Circle,dx,basic,126,5,7,9,2,149,-
Crazy Circle,dx,advanced,308,3,16,36,16,379,-
Crazy Circle,dx,expert,328,57,29,42,7,463,はっぴー
Crazy Circle,dx,master,671,64,73,78,24,910,Jack
Credits,std,basic,165,8,6,NULL,2,181,-
Credits,std,advanced,203,69,4,NULL,6,282,-
Credits,std,expert,275,69,1,NULL,1,346,Jack
Credits,std,master,623,72,35,NULL,3,733,譜面-100号
Crush On You,std,basic,114,8,3,NULL,1,126,-
Crush On You,std,advanced,139,26,2,NULL,1,168,-
Crush On You,std,expert,182,34,2,NULL,5,223,譜面-100号
Crush On You,std,master,201,31,39,NULL,6,277,ニャイン
Crush On You,std,remaster,341,89,109,NULL,16,555,Jack
Cry Cry Cry,dx,basic,93,10,7,18,7,135,-
Cry Cry Cry,dx,advanced,232,12,14,27,8,293,-
Cry Cry Cry,dx,expert,242,88,32,38,32,432,サファ太
Cry Cry Cry,dx,master,523,57,68,42,16,706,アマリリス
Cryptarithm,dx,basic,241,19,7,8,8,283,-
Cryptarithm,dx,advanced,326,14,15,25,9,389,-
Cryptarithm,dx,expert,553,39,67,13,31,703,みそかつ侍
Cryptarithm,dx,master,683,114,99,41,58,995,Safazhel
Cthugha,dx,basic,232,16,4,8,13,273,-
Cthugha,dx,advanced,384,20,17,32,20,473,-
Cthugha,dx,expert,538,80,49,20,72,759,翠楼屋
Cthugha,dx,master,809,100,128,50,81,1168,Jack
Customized Justice,dx,basic,266,18,6,11,7,308,-
Customized Justice,dx,advanced,352,13,16,32,8,421,-
Customized Justice,dx,expert,571,52,33,22,25,703,Luxizhel
Customized Justice,dx,master,758,93,62,71,92,1076,サファ太 vs じゃこレモン
Cyaegha,dx,basic,174,7,2,8,8,199,-
Cyaegha,dx,advanced,312,24,14,25,16,391,-
Cyaegha,dx,expert,407,49,86,22,24,588,シチミヘルツ
Cyaegha,dx,master,706,39,119,30,52,946,隅田川星人
DADDY MULK -Groove remix-,std,basic,98,17,7,NULL,7,129,-
DADDY MULK -Groove remix-,std,advanced,273,13,12,NULL,12,310,-
DADDY MULK -Groove remix-,std,expert,400,34,10,NULL,2,446,ニャインとはっぴー
DADDY MULK -Groove remix-,std,master,739,6,38,NULL,2,785,mai-Star
DADDY MULK -Groove remix-,std,remaster,798,22,71,NULL,10,901,ものくロシェ
DANGEROOOOUS JUNGLE,dx,basic,124,14,8,32,15,193,-
DANGEROOOOUS JUNGLE,dx,advanced,262,23,6,27,10,328,-
DANGEROOOOUS JUNGLE,dx,expert,363,66,49,13,62,553,Luxizhel
DANGEROOOOUS JUNGLE,dx,master,711,56,96,72,57,992,はっぴー
DATAERR0R,dx,basic,160,13,4,14,5,196,-
DATAERR0R,dx,advanced,289,18,10,26,3,346,-
DATAERR0R,dx,expert,216,62,28,25,62,393,鳩ホルダー
DATAERR0R,dx,master,518,60,74,7,46,705,Luxizhel
DEVOTION,dx,basic,172,11,6,15,14,218,-
DEVOTION,dx,advanced,306,16,6,30,8,366,-
DEVOTION,dx,expert,408,71,55,30,56,620,サファ太
DEVOTION,dx,master,761,60,102,6,52,981,LuxiHertz
DO RORO DERODERO ON DO RORO,std,basic,142,14,2,NULL,6,164,-
DO RORO DERODERO ON DO RORO,std,advanced,271,26,7,NULL,7,311,-
DO RORO DERODERO ON DO RORO,std,expert,401,33,15,NULL,8,457,譜面-100号
DO RORO DERODERO ON DO RORO,std,master,411,54,33,NULL,17,515,mai-Star
DRAGONLADY,std,basic,127,7,2,NULL,10,146,-
DRAGONLADY,std,advanced,247,20,24,NULL,12,303,-
DRAGONLADY,std,expert,267,2,95,NULL,27,391,譜面-100号
DRAGONLADY,std,master,609,0,19,NULL,14,642,チャン@DP皆伝
DROPS feat. Such,dx,basic,135,10,4,8,8,165,-
DROPS feat. Such,dx,advanced,231,12,9,13,10,275,-
DROPS feat. Such,dx,expert,361,68,45,27,10,511,Jack
DROPS feat. Such,dx,master,473,57,77,21,20,648,シチミヘルツ
DUAL ROZES,dx,basic,149,12,4,15,5,185,-
DUAL ROZES,dx,advanced,240,16,7,40,5,308,-
DUAL ROZES,dx,expert,278,66,30,9,18,401,はっぴー
DUAL ROZES,dx,master,596,43,79,21,86,825,サファ太
Danza zandA,std,basic,125,16,4,NULL,5,150,-
Danza zandA,std,advanced,202,23,13,NULL,3,241,-
Danza zandA,std,expert,335,29,32,NULL,10,406,Techno Kitchen
Danza zandA,std,master,530,23,58,NULL,27,638,Jack
Danza zandA,std,remaster,438,50,73,NULL,54,615,Techno Kitchen
Dazzle hop,dx,basic,229,5,11,14,14,273,-
Dazzle hop,dx,advanced,389,12,19,24,6,450,-
Dazzle hop,dx,expert,470,98,79,12,75,734,サファ太
Dazzle hop,dx,master,593,58,111,78,13,853,はっぴー
Death Scythe,std,basic,142,21,11,NULL,8,182,-
Death Scythe,std,advanced,231,22,9,NULL,20,282,-
Death Scythe,std,expert,493,15,22,NULL,16,546,某S氏
Death Scythe,std,master,630,16,101,NULL,16,763,はっぴー
Death Scythe,std,remaster,811,32,89,NULL,44,976,隅田川星人
Define,dx,basic,113,5,7,13,3,141,-
Define,dx,advanced,244,12,21,34,5,316,-
Define,dx,expert,316,88,47,47,10,508,隅田川星人
Define,dx,master,461,36,137,4,11,649,じゃこレモン
Deicide,dx,basic,178,14,6,8,7,213,-
Deicide,dx,advanced,342,20,9,11,2,384,-
Deicide,dx,expert,347,71,56,45,34,553,鳩ホルダー
Deicide,dx,master,591,71,78,35,99,874,サファ太
Desperado Waltz,dx,basic,129,21,4,10,4,168,-
Desperado Waltz,dx,advanced,270,31,18,37,12,368,-
Desperado Waltz,dx,expert,485,120,27,52,13,697,小鳥遊さん
Desperado Waltz,dx,master,809,140,42,57,54,1102,隅田川星人
Destined Marionette,dx,basic,190,18,3,8,9,228,-
Destined Marionette,dx,advanced,379,20,5,28,5,437,-
Destined Marionette,dx,expert,473,41,51,17,40,622,サファ太
Destined Marionette,dx,master,660,81,111,50,121,1023,ぴちネコ
Destiny Runner,dx,basic,184,2,7,24,6,223,-
Destiny Runner,dx,advanced,337,23,8,26,6,400,-
Destiny Runner,dx,expert,548,51,17,25,26,667,翠楼屋
Destiny Runner,dx,master,762,61,74,36,52,985,小鳥遊さん
Destr0yer,std,basic,112,32,13,NULL,6,163,-
Destr0yer,std,advanced,313,12,38,NULL,11,374,-
Destr0yer,std,expert,416,69,42,NULL,10,537,シチミヘルツ
Destr0yer,std,master,744,53,84,NULL,16,897,Jack
Destr0yer,dx,basic,78,18,1,16,3,116,-
Destr0yer,dx,advanced,189,29,9,35,9,271,-
Destr0yer,dx,expert,285,36,37,80,2,440,はっぴー
Destr0yer,dx,master,364,53,66,114,5,602,サファ太
Dive into The Sky ～initialized～,dx,basic,121,10,5,6,5,147,-
Dive into The Sky ～initialized～,dx,advanced,236,12,15,17,4,284,-
Dive into The Sky ～initialized～,dx,expert,401,63,30,13,22,529,はっぴー
Dive into The Sky ～initialized～,dx,master,578,56,50,47,39,770,小鳥遊さん
Dive into the ZONe,dx,basic,115,19,4,7,8,153,-
Dive into the ZONe,dx,advanced,281,13,6,29,20,349,-
Dive into the ZONe,dx,expert,367,39,18,14,55,493,翠楼屋
Dive into the ZONe,dx,master,542,54,88,17,50,751,小鳥遊さん
Divide et impera!,dx,basic,256,9,11,18,14,308,-
Divide et impera!,dx,advanced,341,11,16,11,5,384,-
Divide et impera!,dx,expert,475,57,62,38,109,741,ロシェ@ペンギン
Divide et impera!,dx,master,859,102,95,69,100,1225,The Dove
Doll Judgment,std,basic,197,12,6,NULL,5,220,-
Doll Judgment,std,advanced,348,56,20,NULL,16,440,-
Doll Judgment,std,expert,508,75,37,NULL,8,628,某S氏
Doll Judgment,std,master,728,40,115,NULL,13,896,はっぴー
Don't Fight The Music,dx,basic,183,24,10,4,4,225,-
Don't Fight The Music,dx,advanced,305,42,18,29,16,410,-
Don't Fight The Music,dx,expert,545,112,58,19,17,751,ロシェ@ペンギン
Don't Fight The Music,dx,master,690,41,73,137,148,1089,翠楼屋 vs あまくちジンジャー
Dragoon,std,basic,129,9,6,NULL,7,151,-
Dragoon,std,advanced,311,21,18,NULL,9,359,-
Dragoon,std,expert,412,44,49,NULL,7,512,Jack
Dragoon,std,master,470,76,86,NULL,18,650,mai-Star
Dragoon,std,remaster,594,93,122,NULL,9,818,シチミヘルツ
Dragoon,dx,basic,129,10,4,16,7,166,-
Dragoon,dx,advanced,252,16,10,28,2,308,-
Dragoon,dx,expert,330,43,54,36,29,492,サファ太
Dragoon,dx,master,482,43,108,48,26,707,Luxizhel
Dreadnought,dx,basic,151,9,3,12,8,183,-
Dreadnought,dx,advanced,325,14,15,30,12,396,-
Dreadnought,dx,expert,507,45,49,6,54,661,翠楼屋
Dreadnought,dx,master,640,118,74,66,34,932,隅田川星人
Dreampainter,std,basic,106,9,6,NULL,3,124,-
Dreampainter,std,advanced,280,24,8,NULL,4,316,-
Dreampainter,std,expert,250,71,24,NULL,8,353,某S氏
Dreampainter,std,master,336,29,99,NULL,5,469,Jack
Drive Your Fire,dx,basic,121,19,4,14,6,164,-
Drive Your Fire,dx,advanced,230,14,19,27,8,298,-
Drive Your Fire,dx,expert,374,71,29,36,10,520,某S氏
Drive Your Fire,dx,master,592,51,90,32,24,789,小鳥遊さん
Drivessover,dx,basic,190,9,4,7,6,216,-
Drivessover,dx,advanced,319,18,6,30,3,376,-
Drivessover,dx,expert,402,64,55,28,16,565,鳩ホルダー
Drivessover,dx,master,512,91,97,43,43,786,アマリリス
D✪N’T  ST✪P  R✪CKIN’,std,basic,200,11,6,NULL,6,223,-
D✪N’T  ST✪P  R✪CKIN’,std,advanced,357,31,8,NULL,9,405,-
D✪N’T  ST✪P  R✪CKIN’,std,expert,396,80,52,NULL,15,543,はっぴー
D✪N’T  ST✪P  R✪CKIN’,std,master,611,29,143,NULL,19,802,Revo@LC
D✪N’T  ST✪P  R✪CKIN’,std,remaster,482,24,116,NULL,47,669,華火職人
ECHO,std,basic,145,10,6,NULL,2,163,-
ECHO,std,advanced,363,21,40,NULL,2,426,-
ECHO,std,expert,421,30,79,NULL,5,535,rioN
ECHO,std,master,607,30,125,NULL,6,768,はっぴー
ENERGY SYNERGY MATRIX,std,basic,202,19,4,NULL,4,229,-
ENERGY SYNERGY MATRIX,std,advanced,316,22,10,NULL,55,403,-
ENERGY SYNERGY MATRIX,std,expert,489,35,48,NULL,92,664,はっぴー
ENERGY SYNERGY MATRIX,std,master,661,51,80,NULL,80,872,サファ太
ENERGY SYNERGY MATRIX,dx,basic,124,17,2,16,5,164,-
ENERGY SYNERGY MATRIX,dx,advanced,280,28,8,16,25,357,-
ENERGY SYNERGY MATRIX,dx,expert,364,36,40,121,50,611,シチミヘルツ
ENERGY SYNERGY MATRIX,dx,master,519,44,40,221,46,870,小鳥遊さん
ENJOY POLIS,std,basic,183,15,9,NULL,5,212,-
ENJOY POLIS,std,advanced,273,42,24,NULL,14,353,-
ENJOY POLIS,std,expert,447,51,31,NULL,2,531,はっぴー
ENJOY POLIS,std,master,539,59,87,NULL,9,694,はっぴー
EVERGREEN,std,basic,146,16,6,NULL,4,172,-
EVERGREEN,std,advanced,230,24,6,NULL,2,262,-
EVERGREEN,std,expert,279,69,65,NULL,1,414,Jack
EVERGREEN,std,master,525,67,37,NULL,23,652,ぴちネコ
EYE,dx,basic,71,6,4,8,20,109,-
EYE,dx,advanced,267,12,22,26,8,335,-
EYE,dx,expert,386,57,22,3,13,481,Jack
EYE,dx,master,448,41,69,151,86,795,サファ太 vs 翠楼屋
Edelweiss,dx,basic,145,20,5,30,3,203,-
Edelweiss,dx,advanced,243,19,9,21,2,294,-
Edelweiss,dx,expert,425,50,28,41,7,551,はっぴー
Edelweiss,dx,master,578,68,84,89,22,841,Jack
Elemental Ethnic,dx,basic,262,8,4,20,12,306,-
Elemental Ethnic,dx,advanced,328,22,5,30,5,390,-
Elemental Ethnic,dx,expert,557,37,46,28,33,701,Luxizhel
Elemental Ethnic,dx,master,836,64,89,23,70,1082,サファ太 & 鳩ホルダー
Empire of Winter,dx,basic,140,14,4,20,2,180,-
Empire of Winter,dx,advanced,247,12,10,27,4,300,-
Empire of Winter,dx,expert,267,67,53,16,13,416,サファ太
Empire of Winter,dx,master,527,48,101,37,24,737,Jack
End Time,std,basic,188,1,4,NULL,5,198,-
End Time,std,advanced,281,38,10,NULL,18,347,-
End Time,std,expert,475,64,34,NULL,6,579,Jack
End Time,std,master,829,52,38,NULL,30,949,チャン@DP皆伝
End of Twilight,std,basic,155,11,5,NULL,6,177,-
End of Twilight,std,advanced,233,19,25,NULL,13,290,-
End of Twilight,std,expert,385,43,43,NULL,19,490,mai-Star
End of Twilight,std,master,458,33,83,NULL,10,584,Jack
Endless World,std,basic,83,16,5,NULL,6,110,-
Endless World,std,advanced,122,38,9,NULL,6,175,-
Endless World,std,expert,219,89,30,NULL,3,341,はっぴー
Endless World,std,master,254,57,75,NULL,12,398,ニャイン
Endless World,std,remaster,383,49,86,NULL,22,540,Jack
"Endless, Sleepless Night",std,basic,146,8,3,NULL,6,163,-
"Endless, Sleepless Night",std,advanced,263,28,21,NULL,11,323,-
"Endless, Sleepless Night",std,expert,349,57,40,NULL,18,464,Jack
"Endless, Sleepless Night",std,master,549,25,91,NULL,19,684,mai-Star
"Endless, Sleepless Night",dx,basic,157,9,4,8,8,186,-
"Endless, Sleepless Night",dx,advanced,227,17,6,27,4,281,-
"Endless, Sleepless Night",dx,expert,333,35,37,20,25,450,サファ太
"Endless, Sleepless Night",dx,master,557,34,95,13,33,732,Luxizhel
Energizing Flame,dx,basic,213,11,12,7,15,258,-
Energizing Flame,dx,advanced,318,20,15,22,13,388,-
Energizing Flame,dx,expert,469,103,53,55,66,746,サファ太
Energizing Flame,dx,master,666,36,104,59,101,966,Luxizhel
Entrance,dx,basic,127,9,2,6,6,150,-
Entrance,dx,advanced,199,22,8,23,15,267,-
Entrance,dx,expert,356,41,25,35,9,466,某S氏
Entrance,dx,master,493,48,37,63,42,683,隅田川星人
Estahv,dx,basic,136,15,3,16,3,173,-
Estahv,dx,advanced,164,14,29,22,2,231,-
Estahv,dx,expert,290,55,38,53,6,442,はっぴー
Estahv,dx,master,434,46,119,6,27,632,翠楼屋
Eternal Return,dx,basic,197,17,4,6,6,230,-
Eternal Return,dx,advanced,289,16,12,24,4,345,-
Eternal Return,dx,expert,363,103,43,44,8,561,はっぴー
Eternal Return,dx,master,624,56,112,77,28,897,カマボコ君
Ether Second,dx,basic,138,22,4,8,6,178,-
Ether Second,dx,advanced,242,18,6,30,4,300,-
Ether Second,dx,expert,337,82,55,42,3,519,はっぴー
Ether Second,dx,master,636,75,59,24,61,855,サファ太
Ether Strike,dx,basic,120,12,4,12,6,154,-
Ether Strike,dx,advanced,292,21,20,12,14,359,-
Ether Strike,dx,expert,357,121,38,26,16,558,小鳥遊さん
Ether Strike,dx,master,600,79,105,16,52,852,シチミヘルツ
Eureka,dx,basic,172,10,5,6,4,197,-
Eureka,dx,advanced,262,28,8,24,6,328,-
Eureka,dx,expert,294,88,46,23,24,475,サファ太
Eureka,dx,master,629,112,72,60,34,907,Luxizhel vs サファ太
Everybody Say HARDCORE TANO*C,dx,basic,212,9,8,6,10,245,-
Everybody Say HARDCORE TANO*C,dx,advanced,334,23,5,14,16,392,-
Everybody Say HARDCORE TANO*C,dx,expert,384,24,40,25,90,563,鳩ホルダー
Everybody Say HARDCORE TANO*C,dx,master,644,55,102,54,66,921,Jack
Excalibur ～Revived resolution～,std,basic,218,11,4,NULL,4,237,-
Excalibur ～Revived resolution～,std,advanced,335,45,31,NULL,15,426,-
Excalibur ～Revived resolution～,std,expert,496,27,111,NULL,13,647,Jack
Excalibur ～Revived resolution～,std,master,801,49,120,NULL,4,974,小鳥遊さん
FEEL ALIVE,std,basic,106,5,9,NULL,9,129,-
FEEL ALIVE,std,advanced,211,20,8,NULL,8,247,-
FEEL ALIVE,std,expert,279,31,12,NULL,8,330,ニャイン
FEEL ALIVE,std,master,375,29,36,NULL,29,469,mai-Star
FEEL the BEATS,std,basic,222,11,8,NULL,2,243,-
FEEL the BEATS,std,advanced,466,10,13,NULL,6,495,-
FEEL the BEATS,std,expert,414,80,44,NULL,10,548,某S氏
FEEL the BEATS,std,master,789,30,87,NULL,25,931,しろいろ
FEEL the BEATS,std,remaster,740,71,101,NULL,88,1000,ぴちネコ
FFT,std,basic,215,23,14,NULL,8,260,-
FFT,std,advanced,282,68,18,NULL,15,383,-
FFT,std,expert,189,143,53,NULL,22,407,サファ太
FFT,std,master,580,61,173,NULL,35,849,safaTAmago
FFT,std,remaster,711,63,155,NULL,18,947,JAQ
FLOWER,std,basic,190,18,2,NULL,2,212,-
FLOWER,std,advanced,248,24,17,NULL,8,297,-
FLOWER,std,expert,510,34,23,NULL,6,573,Jack
FLOWER,std,master,648,56,78,NULL,30,812,mai-Star
FLOWER,std,remaster,771,91,55,NULL,44,961,小鳥遊さん
FLUFFY FLASH,dx,basic,184,12,9,15,8,228,-
FLUFFY FLASH,dx,advanced,318,33,16,35,6,408,-
FLUFFY FLASH,dx,expert,463,103,39,34,20,659,ロシェ@ペンギン
FLUFFY FLASH,dx,master,646,102,111,104,25,988,はっぴー
FLΛME/FRΦST,dx,basic,203,12,6,8,14,243,-
FLΛME/FRΦST,dx,advanced,297,20,10,28,3,358,-
FLΛME/FRΦST,dx,expert,424,31,63,19,62,599,はっぴー
FLΛME/FRΦST,dx,master,687,46,73,118,122,1046,SΛFΛRI/RΦCHER
FREEDOM DiVE (tpz Overcute Remix),std,basic,312,32,6,NULL,4,354,-
FREEDOM DiVE (tpz Overcute Remix),std,advanced,406,46,14,NULL,5,471,-
FREEDOM DiVE (tpz Overcute Remix),std,expert,509,85,39,NULL,68,701,華火職人
FREEDOM DiVE (tpz Overcute Remix),std,master,717,115,166,NULL,87,1085,サファ太
FUJIN Rumble,std,basic,154,17,12,NULL,8,191,-
FUJIN Rumble,std,advanced,308,10,13,NULL,13,344,-
FUJIN Rumble,std,expert,413,24,65,NULL,7,509,rioN
FUJIN Rumble,std,master,982,3,5,NULL,10,1000,某S氏
Falling,dx,basic,136,14,4,6,3,163,-
Falling,dx,advanced,256,11,6,26,5,304,-
Falling,dx,expert,366,27,34,17,9,453,Jack
Falling,dx,master,436,38,98,29,33,634,カマボコ君
"False Amber (from the Black Bazaar, Or by A Kervan Trader from the Lands Afar, Or Buried Beneath the Shifting Sands That Lead Everywhere but Nowhere)",dx,basic,180,16,10,6,3,215,-
"False Amber (from the Black Bazaar, Or by A Kervan Trader from the Lands Afar, Or Buried Beneath the Shifting Sands That Lead Everywhere but Nowhere)",dx,advanced,392,12,10,12,2,428,-
"False Amber (from the Black Bazaar, Or by A Kervan Trader from the Lands Afar, Or Buried Beneath the Shifting Sands That Lead Everywhere but Nowhere)",dx,expert,655,70,22,34,27,808,ロシェ@ペンギン
"False Amber (from the Black Bazaar, Or by A Kervan Trader from the Lands Afar, Or Buried Beneath the Shifting Sands That Lead Everywhere but Nowhere)",dx,master,823,72,37,110,150,1192,Safari
Falsum Atlantis.,dx,basic,157,16,6,9,3,191,-
Falsum Atlantis.,dx,advanced,282,28,29,22,18,379,-
Falsum Atlantis.,dx,expert,530,50,54,34,4,672,はっぴー
Falsum Atlantis.,dx,master,685,116,53,94,29,977,翠楼屋
Feel My Fire,std,basic,72,9,4,NULL,3,88,-
Feel My Fire,std,advanced,161,22,16,NULL,8,207,-
Feel My Fire,std,expert,112,58,28,NULL,11,209,ニャイン
Feel My Fire,std,master,218,34,54,NULL,3,309,はっぴー
Feel The Luv,dx,basic,170,9,8,14,10,211,-
Feel The Luv,dx,advanced,300,18,4,26,4,352,-
Feel The Luv,dx,expert,413,86,48,11,36,594,サファ太
Feel The Luv,dx,master,611,42,90,127,57,927,アマリリス
FestivaLight,std,basic,148,7,6,NULL,1,162,-
FestivaLight,std,advanced,214,26,21,NULL,11,272,-
FestivaLight,std,expert,315,45,36,NULL,5,401,はっぴー
FestivaLight,std,master,431,42,91,NULL,28,592,ぴちネコ
Final Step!,dx,basic,154,11,5,14,5,189,-
Final Step!,dx,advanced,250,23,16,53,2,344,-
Final Step!,dx,expert,422,68,51,16,19,576,Jack
Final Step!,dx,master,617,40,95,40,67,859,サファ太
First Dance,dx,basic,193,14,13,4,9,233,-
First Dance,dx,advanced,302,22,17,26,4,371,-
First Dance,dx,expert,362,102,62,20,56,602,翠楼屋
First Dance,dx,master,637,76,122,71,28,934,カマボコ君
Fist Bump,std,basic,218,18,5,NULL,4,245,-
Fist Bump,std,advanced,304,38,21,NULL,10,373,-
Fist Bump,std,expert,383,49,50,NULL,5,487,某S氏
Fist Bump,std,master,599,33,109,NULL,11,752,玉子豆腐
Flashback,dx,basic,175,14,4,8,8,209,-
Flashback,dx,advanced,263,20,6,29,5,323,-
Flashback,dx,expert,276,49,45,35,110,515,サファ太
Flashback,dx,master,599,44,79,59,32,813,Luxizhel
Flashkick,dx,basic,136,8,7,24,4,179,-
Flashkick,dx,advanced,219,24,18,39,6,306,-
Flashkick,dx,expert,392,66,71,27,23,579,サファ太
Flashkick,dx,master,504,62,88,99,45,798,華火職人
Fragrance,std,basic,76,7,6,NULL,2,91,-
Fragrance,std,advanced,96,37,7,NULL,2,142,-
Fragrance,std,expert,230,50,12,NULL,2,294,ニャイン
Fragrance,std,master,651,0,2,NULL,2,655,チャン@DP皆伝
Fragrance,std,remaster,441,19,192,NULL,3,655,玉子豆腐
Fraq,dx,basic,171,19,6,24,9,229,-
Fraq,dx,advanced,358,26,8,28,7,427,-
Fraq,dx,expert,466,90,31,55,35,677,サファ太
Fraq,dx,master,521,83,110,26,66,806,Luxizhel
Freak Out Hr.,dx,basic,142,9,4,16,2,173,-
Freak Out Hr.,dx,advanced,273,24,6,28,3,334,-
Freak Out Hr.,dx,expert,474,60,34,10,6,584,はっぴー
Freak Out Hr.,dx,master,641,42,175,20,25,903,はっぴー
Future,std,basic,183,0,3,NULL,2,188,-
Future,std,advanced,178,16,12,NULL,4,210,-
